Time Floor FloorButton Carbutton
13:15:35.0 2 Down 1
20:13:38.0 17 Up 19
12:01:02.0 1 Up 20
17:59:48.0 6 Up 12
00:21:14.0 10 Up 10
11:34:50.0 15 Up 20
11:30:34.0 16 Up 20
21:14:26.0 12 Up 19
14:01:43.0 3 Up 16
12:13:35.0 6 Down 2
18:43:22.0 5 Up 20
21:27:12.0 5 Down 2
23:35:31.0 11 Up 17
00:36:21.0 19 Up 19
04:16:51.0 9 Down 2
23:49:54.0 13 Down 12
03:52:05.0 7 Down 2
07:44:09.0 6 Down 4
14:35:35.0 17 Down 5
05:37:48.0 14 Down 13
04:35:04.0 2 Down 1
09:35:47.0 5 Up 9
02:07:59.0 10 Up 20
08:30:17.0 7 Down 2
18:48:14.0 5 Down 1
14:46:28.0 4 Up 13
03:29:15.0 4 Down 1
16:39:52.0 8 Down 2
15:41:00.0 7 Down 4
02:55:28.0 8 Up 21
03:25:51.0 1 Up 21
21:39:40.0 7 Down 1
17:03:38.0 6 Up 10
16:00:07.0 11 Down 7
01:31:01.0 20 Down 15
21:59:46.0 4 Down 1
16:50:37.0 14 Down 2
12:17:50.0 1 Up 18
00:15:15.0 8 Down 7
12:32:18.0 3 Down 2
20:31:00.0 19 Up 19
14:48:55.0 20 Down 7
11:44:14.0 20 Up 20
10:02:35.0 21 Down 14
09:32:53.0 6 Up 6
14:35:32.0 14 Down 3
07:41:00.0 19 Down 2
03:33:19.0 19 Down 7
01:01:17.0 10 Down 2
22:17:52.0 15 Down 8
14:16:32.0 12 Down 7
20:23:17.0 16 Down 9
09:55:27.0 21 Down 15
00:47:04.0 12 Up 20
10:28:00.0 15 Down 9
15:36:01.0 4 Down 3
13:49:12.0 3 Up 21
07:11:19.0 19 Down 14
04:01:57.0 11 Up 17
13:39:01.0 15 Up 18
17:28:20.0 14 Up 19
03:22:27.0 4 Down 1
09:23:58.0 4 Down 3
05:14:41.0 13 Down 11
06:26:41.0 11 Up 19
14:41:36.0 17 Up 19
16:25:22.0 15 Up 15
19:50:59.0 21 Up 21
22:26:29.0 5 Down 4
11:11:06.0 2 Down 1
21:00:04.0 8 Down 5
11:51:07.0 18 Up 19
13:36:11.0 2 Up 9
05:16:29.0 9 Up 12
10:18:53.0 4 Up 15
04:06:55.0 17 Up 18
19:24:34.0 20 Down 3
22:32:38.0 21 Down 17
06:57:08.0 9 Up 16
09:24:53.0 6 Down 3
05:42:19.0 12 Down 9
09:47:31.0 15 Down 14
23:56:10.0 13 Down 9
13:52:47.0 7 Down 3
20:16:36.0 7 Up 18
02:27:39.0 3 Down 1
06:03:09.0 2 Down 1
17:00:46.0 18 Down 14
18:19:10.0 10 Down 5
02:22:01.0 7 Up 13
05:19:38.0 6 Up 7
01:45:16.0 18 Down 17
21:29:13.0 18 Up 20
12:55:32.0 20 Down 2
16:39:16.0 2 Up 7
12:07:54.0 11 Up 16
20:22:01.0 3 Up 17
07:22:05.0 16 Down 4
22:39:24.0 12 Up 18
07:04:59.0 1 Up 6
08:37:58.0 19 Down 7
12:28:41.0 4 Down 1
10:02:33.0 16 Down 4
18:17:24.0 9 Down 7
01:21:29.0 3 Up 5
05:38:01.0 17 Down 7
22:59:27.0 3 Down 1
19:06:18.0 12 Up 13
13:36:03.0 6 Down 1
02:09:43.0 9 Down 2
18:21:27.0 19 Down 17
17:13:28.0 20 Down 12
13:39:16.0 18 Down 4
05:12:52.0 12 Up 21
08:10:27.0 19 Down 9
14:29:09.0 12 Up 15
15:43:41.0 4 Down 1
23:00:15.0 3 Down 1
05:07:40.0 21 Up 21
22:09:34.0 20 Down 4
17:58:51.0 19 Up 19
17:30:36.0 15 Down 2
14:24:19.0 3 Down 1
10:41:14.0 4 Down 3
01:01:45.0 2 Up 11
14:29:26.0 3 Up 5
20:39:29.0 13 Up 21
09:47:02.0 12 Up 21
06:42:43.0 9 Down 2
21:07:13.0 13 Up 17
00:58:07.0 21 Up 21
07:42:38.0 20 Down 2
02:03:52.0 7 Down 5
23:38:13.0 21 Up 21
16:21:18.0 14 Up 21
15:53:57.0 2 Down 1
01:31:12.0 2 Down 1
22:43:14.0 2 Down 1
02:06:04.0 20 Down 6
18:31:42.0 2 Up 6
04:03:01.0 20 Up 21
04:55:37.0 1 Up 1
16:57:44.0 7 Up 18
16:26:16.0 2 Up 13
03:22:43.0 13 Up 21
10:44:29.0 20 Up 21
18:41:56.0 5 Down 1
09:08:36.0 6 Up 14
07:44:20.0 18 Up 19
00:42:27.0 5 Up 14
19:13:19.0 16 Down 8
03:00:44.0 16 Up 17
05:25:36.0 9 Up 19
03:41:39.0 3 Up 7
02:33:53.0 16 Up 21
03:16:38.0 1 Up 19
09:55:33.0 13 Up 14
22:47:36.0 7 Down 5
22:42:13.0 3 Up 5
19:07:29.0 21 Up 21
10:53:53.0 10 Down 2
12:54:03.0 2 Down 1
00:38:29.0 11 Down 8
04:51:44.0 18 Down 5
17:15:30.0 12 Up 21
11:39:36.0 11 Up 14
18:49:08.0 4 Down 3
20:51:30.0 10 Up 21
01:06:03.0 21 Up 21
18:24:55.0 11 Down 10
17:27:54.0 14 Down 8
01:41:09.0 6 Up 10
02:09:46.0 1 Up 7
23:46:48.0 2 Up 10
02:28:41.0 1 Up 4
11:24:50.0 1 Up 12
16:52:33.0 18 Down 2
10:44:49.0 1 Up 17
03:26:02.0 2 Down 1
04:50:50.0 11 Up 12
17:35:21.0 21 Down 7
04:07:16.0 8 Up 14
02:42:30.0 3 Up 6
18:31:48.0 6 Up 11
05:03:45.0 2 Up 4
11:59:45.0 16 Up 18
16:19:55.0 10 Down 4
14:21:25.0 18 Up 21
06:19:58.0 20 Down 10
09:28:59.0 15 Up 21
13:37:14.0 21 Down 7
19:58:49.0 4 Down 1
13:25:31.0 14 Up 19
16:39:07.0 1 Up 12
18:07:17.0 1 Up 19
22:25:30.0 5 Down 1
03:37:25.0 1 Up 15
21:07:25.0 9 Down 4
18:09:47.0 3 Up 3
01:52:31.0 9 Down 3
01:01:00.0 20 Down 1
01:08:01.0 10 Down 2
01:37:58.0 18 Down 8
07:08:10.0 20 Up 20
20:49:22.0 8 Up 18
14:23:40.0 3 Down 2
16:26:46.0 17 Down 12
15:12:28.0 11 Up 19
09:47:36.0 18 Up 20
05:47:58.0 12 Up 16
07:56:33.0 6 Up 7
23:39:19.0 1 Up 1
13:54:19.0 15 Up 17
08:26:48.0 1 Up 4
13:29:57.0 12 Up 15
22:51:19.0 10 Up 12
14:01:56.0 19 Down 1
18:22:30.0 14 Down 2
17:39:11.0 10 Down 1
02:52:53.0 9 Down 5
09:55:43.0 14 Up 20
19:10:40.0 10 Up 20
16:34:22.0 17 Down 10
12:35:58.0 20 Up 21
10:34:01.0 1 Up 21
01:41:46.0 14 Down 7
14:09:06.0 19 Up 19
11:29:20.0 5 Down 4
14:23:22.0 19 Down 16
15:42:25.0 7 Up 18
01:58:58.0 6 Up 10
22:00:34.0 9 Down 1
19:12:53.0 13 Down 5
22:53:09.0 15 Up 18
22:17:08.0 18 Up 21
21:49:48.0 5 Up 12
02:44:56.0 19 Down 10
14:03:44.0 21 Up 21
12:29:36.0 18 Down 3
09:28:58.0 16 Down 12
06:40:30.0 3 Up 4
13:04:11.0 9 Down 6
10:51:01.0 21 Down 17
21:53:21.0 20 Down 3
19:45:37.0 13 Down 3
16:12:31.0 2 Down 1
06:59:38.0 19 Up 20
09:27:04.0 16 Up 17
00:19:15.0 10 Down 6
09:51:58.0 8 Down 7
12:52:09.0 19 Up 20
12:00:13.0 16 Up 16
20:42:14.0 13 Up 15
07:12:32.0 7 Down 5
11:33:25.0 3 Down 2
08:58:15.0 17 Down 4
22:35:59.0 5 Up 8
12:24:04.0 14 Down 9
01:27:21.0 8 Up 20
08:42:03.0 18 Up 20
19:00:05.0 8 Up 8
19:21:34.0 13 Up 15
10:21:07.0 16 Up 21
13:19:01.0 5 Up 9
03:15:15.0 7 Up 7
04:32:52.0 1 Up 3
11:34:45.0 5 Down 2
11:11:46.0 18 Up 18
01:18:23.0 14 Down 10
18:14:42.0 9 Up 10
08:16:00.0 18 Down 14
15:39:09.0 13 Down 11
15:56:04.0 1 Up 18
08:34:24.0 19 Up 21
06:47:17.0 1 Up 16
20:31:25.0 7 Down 4
18:56:37.0 19 Down 15
22:15:40.0 13 Up 19
06:57:58.0 11 Up 21
13:38:04.0 21 Down 7
14:37:23.0 18 Down 12
20:38:02.0 11 Up 20
01:31:13.0 9 Down 8
09:46:53.0 18 Up 18
20:01:08.0 3 Up 5
22:54:29.0 11 Up 17
21:29:19.0 21 Up 21
17:36:26.0 13 Down 5
22:40:51.0 13 Up 13
18:41:21.0 11 Up 14
05:11:33.0 3 Up 17
08:16:50.0 17 Down 10
19:09:04.0 6 Down 1
03:57:15.0 5 Down 1
00:42:34.0 8 Down 1
15:03:14.0 10 Down 4
23:22:42.0 1 Up 9
17:49:39.0 18 Down 4
04:28:48.0 17 Up 21
23:15:13.0 9 Down 2
14:46:07.0 1 Up 20
23:21:40.0 5 Up 20
23:15:12.0 18 Down 3
18:13:03.0 6 Down 1
15:30:09.0 20 Down 19
14:04:46.0 1 Up 15
23:57:44.0 15 Up 18
15:45:44.0 16 Down 12
18:01:35.0 15 Up 19
18:49:32.0 7 Down 3
01:08:02.0 1 Up 2
18:30:31.0 5 Up 9
22:17:59.0 15 Down 7
17:01:46.0 15 Up 19
12:28:43.0 1 Up 5
06:21:07.0 7 Down 4
13:50:00.0 1 Up 4
14:01:06.0 14 Down 9
02:29:44.0 3 Down 1
20:37:16.0 12 Down 9
00:29:39.0 14 Up 19
06:31:22.0 21 Up 21
10:21:17.0 15 Up 20
23:14:10.0 16 Up 20
05:21:31.0 15 Down 11
12:48:45.0 16 Up 16
18:16:15.0 17 Up 19
01:11:38.0 18 Down 13
22:17:41.0 1 Up 12
10:24:08.0 12 Up 16
11:17:53.0 10 Down 9
13:46:48.0 2 Up 17
06:52:34.0 18 Up 21
19:47:09.0 20 Down 5
22:04:22.0 20 Down 13
17:18:45.0 9 Up 11
05:03:48.0 11 Down 10
04:12:33.0 6 Down 1
10:12:13.0 6 Up 17
20:16:22.0 20 Up 20
09:26:28.0 20 Up 21
05:35:09.0 1 Up 4
07:07:57.0 19 Up 21
05:15:24.0 19 Up 19
04:47:13.0 12 Down 11
07:28:27.0 2 Up 9
21:01:26.0 6 Up 13
10:21:32.0 12 Down 5
20:08:27.0 8 Down 1
02:22:55.0 1 Up 3
22:50:53.0 6 Down 5
01:46:55.0 2 Up 18
05:55:45.0 18 Up 18
19:54:13.0 17 Up 20
04:56:13.0 7 Down 3
05:50:59.0 6 Up 18
08:50:37.0 1 Up 8
15:39:14.0 17 Up 18
17:36:36.0 20 Down 18
09:19:15.0 18 Down 16
00:12:20.0 8 Up 19
19:30:47.0 2 Up 21
22:41:53.0 16 Down 4
20:22:49.0 12 Up 14
19:25:56.0 15 Up 18
12:48:10.0 3 Up 8
09:17:51.0 18 Up 18
16:11:18.0 14 Down 13
23:42:07.0 15 Up 18
09:18:59.0 8 Down 4
05:54:31.0 16 Down 13
10:21:00.0 12 Up 18
00:21:19.0 8 Up 14
19:41:47.0 3 Down 2
03:29:27.0 15 Up 20
20:22:46.0 1 Up 13
21:18:56.0 19 Up 19
03:04:39.0 19 Up 21
16:58:31.0 12 Up 17
03:28:07.0 1 Up 8
03:45:18.0 20 Down 7
10:40:34.0 19 Down 18
08:10:14.0 2 Down 1
21:56:13.0 11 Up 18
14:33:36.0 7 Up 11
21:57:50.0 17 Up 17
18:17:11.0 2 Down 1
18:16:40.0 1 Up 14
16:41:42.0 15 Up 21
04:20:55.0 3 Up 7
15:23:54.0 10 Up 14
05:23:32.0 17 Up 21
12:05:51.0 16 Up 21
04:18:07.0 3 Up 17
12:07:55.0 18 Up 19
14:35:27.0 21 Down 20
19:50:48.0 2 Down 1
14:15:38.0 6 Up 21
22:56:22.0 9 Up 11
12:53:22.0 12 Up 15
02:55:57.0 7 Up 8
13:45:12.0 8 Up 14
17:43:53.0 12 Up 13
05:57:42.0 1 Up 10
16:41:29.0 11 Down 10
01:44:49.0 20 Up 21
10:29:19.0 1 Up 3
08:20:06.0 7 Down 4
09:27:10.0 14 Down 11
16:51:21.0 5 Down 4
03:00:26.0 8 Down 4
06:07:56.0 16 Down 1
09:23:00.0 2 Up 10
10:39:44.0 8 Up 21
15:40:12.0 15 Down 1
19:08:36.0 16 Up 19
19:22:05.0 19 Up 21
13:24:24.0 3 Down 1
06:13:14.0 2 Down 1
05:01:27.0 13 Down 5
09:10:14.0 4 Up 5
00:19:36.0 9 Up 19
01:56:39.0 7 Down 6
09:14:38.0 13 Down 3
09:18:55.0 14 Down 4
12:15:24.0 14 Up 16
07:24:40.0 8 Up 19
12:35:12.0 19 Up 21
06:48:42.0 5 Up 7
17:50:27.0 1 Up 1
12:51:06.0 5 Down 2
14:52:52.0 7 Down 3
03:24:41.0 14 Up 18
14:08:59.0 18 Up 20
17:56:56.0 17 Up 20
03:53:25.0 16 Down 3
03:51:50.0 4 Up 13
03:40:48.0 12 Up 16
13:34:34.0 16 Down 9
02:36:05.0 15 Up 18
09:18:29.0 8 Down 5
17:57:17.0 9 Up 16
18:27:54.0 16 Up 20
12:07:56.0 4 Up 15
11:30:11.0 11 Up 12
17:52:09.0 2 Up 16
17:43:44.0 7 Up 18
10:37:13.0 17 Up 19
06:39:06.0 16 Up 18
07:36:12.0 13 Up 15
11:20:10.0 3 Down 2
09:57:06.0 12 Up 15
03:47:14.0 15 Up 19
17:52:47.0 16 Down 9
07:43:59.0 20 Down 17
01:54:56.0 2 Down 1
10:44:24.0 17 Down 7
22:20:08.0 9 Down 8
19:46:12.0 2 Down 1
14:33:17.0 2 Down 1
13:31:33.0 2 Up 20
15:33:37.0 4 Up 10
17:59:44.0 12 Up 12
17:52:42.0 1 Up 4
06:58:21.0 7 Up 21
09:26:15.0 5 Up 21
04:03:47.0 2 Down 1
15:51:28.0 19 Down 17
10:53:45.0 8 Up 15
02:11:45.0 12 Up 20
08:03:52.0 8 Up 12
21:00:37.0 7 Down 2
14:09:53.0 12 Down 7
04:32:56.0 1 Up 5
11:37:25.0 12 Up 13
10:13:20.0 19 Up 20
06:04:21.0 18 Up 21
06:54:33.0 9 Down 3
00:12:24.0 13 Down 12
01:16:53.0 11 Down 7
02:11:31.0 14 Down 7
13:50:30.0 21 Down 18
18:21:48.0 3 Up 9
21:56:07.0 21 Up 21
19:43:49.0 8 Down 7
03:26:34.0 2 Down 1
10:49:03.0 19 Up 19
03:29:42.0 12 Up 16
21:18:00.0 1 Up 21
12:04:39.0 13 Down 9
13:05:25.0 12 Up 17
02:59:49.0 14 Up 16
16:47:45.0 13 Down 9
05:48:31.0 6 Up 13
05:03:31.0 12 Up 16
23:33:25.0 4 Down 2
23:07:39.0 8 Up 20
14:37:16.0 19 Down 6
08:40:32.0 9 Up 13
05:22:55.0 3 Down 1
20:46:44.0 3 Down 1
01:25:19.0 20 Down 13
09:57:09.0 3 Up 15
13:55:24.0 6 Down 2
14:17:06.0 11 Down 3
14:37:23.0 14 Up 14
07:57:52.0 10 Down 9
20:59:50.0 11 Down 5
04:41:42.0 7 Down 3
05:26:34.0 1 Up 9
04:10:54.0 16 Down 10
10:28:09.0 5 Down 4
02:08:41.0 12 Up 13
18:31:41.0 9 Down 7
07:25:31.0 9 Down 8
15:06:02.0 11 Up 18
18:15:12.0 7 Down 1
17:50:56.0 16 Up 20
15:45:21.0 1 Up 2
08:41:34.0 7 Down 1
13:13:35.0 21 Up 21
22:18:44.0 11 Down 1
05:01:58.0 6 Up 17
11:33:13.0 12 Down 9
23:57:57.0 12 Up 12
11:30:28.0 17 Up 18
09:09:40.0 2 Up 4
17:27:34.0 16 Up 21
22:57:49.0 18 Down 8
05:54:10.0 3 Up 11
13:25:54.0 6 Up 15
01:35:52.0 21 Up 21
05:05:44.0 18 Up 21
13:50:19.0 15 Up 15
12:08:38.0 19 Up 19
06:11:34.0 11 Down 8
05:56:41.0 3 Up 8
16:49:49.0 7 Up 21
22:12:54.0 12 Up 14
12:52:59.0 14 Up 15
21:26:18.0 15 Down 2
09:34:40.0 20 Up 21
07:53:08.0 21 Down 9
18:02:29.0 10 Down 1
02:43:25.0 3 Down 2
03:56:51.0 12 Up 17
01:03:27.0 20 Down 8
02:38:17.0 19 Down 8
23:22:15.0 17 Down 1
08:28:12.0 18 Down 4
17:43:34.0 7 Down 3
12:28:29.0 9 Down 1
16:04:57.0 12 Up 12
11:52:09.0 15 Down 13
14:34:30.0 4 Down 2
11:45:14.0 11 Up 11
05:41:31.0 6 Up 17
22:44:09.0 7 Up 12
13:15:33.0 4 Down 2
09:12:38.0 20 Up 20
11:20:58.0 15 Up 15
13:53:05.0 1 Up 14
11:14:40.0 6 Down 5
04:10:06.0 19 Down 1
21:15:22.0 13 Up 21
08:31:02.0 9 Down 4
13:59:53.0 9 Up 21
11:38:25.0 3 Down 2
17:09:14.0 12 Up 15
11:00:31.0 7 Down 3
08:12:33.0 11 Down 7
20:11:49.0 9 Down 5
08:52:47.0 7 Up 9
11:16:00.0 15 Down 13
02:13:41.0 17 Up 17
21:07:05.0 5 Down 4
11:39:36.0 2 Up 10
01:09:11.0 17 Up 20
07:01:25.0 13 Up 20
06:02:50.0 10 Up 15
13:32:02.0 18 Down 11
05:15:16.0 1 Up 14
19:25:41.0 5 Down 1
03:43:20.0 15 Down 14
17:37:05.0 16 Up 20
01:38:49.0 2 Down 1
16:10:06.0 21 Up 21
21:18:33.0 19 Down 3
04:42:30.0 15 Up 18
17:16:39.0 8 Down 6
11:00:27.0 11 Up 15
18:49:27.0 19 Up 20
17:11:11.0 9 Up 17
15:52:47.0 14 Up 17
22:47:44.0 1 Up 8
20:14:45.0 18 Up 20
16:34:06.0 13 Up 14
01:36:35.0 12 Down 6
12:03:41.0 16 Down 4
23:37:26.0 3 Down 2
02:58:50.0 17 Up 21
08:23:53.0 20 Up 21
18:30:32.0 21 Down 13
21:08:55.0 11 Down 7
22:12:39.0 20 Up 20
01:51:59.0 16 Up 20
10:25:54.0 10 Down 8
06:33:20.0 2 Up 7
15:26:42.0 4 Down 2
13:51:27.0 15 Up 20
03:59:50.0 5 Up 6
03:04:52.0 5 Up 10
17:47:48.0 1 Up 2
05:20:59.0 17 Down 11
05:56:28.0 1 Up 16
06:27:45.0 5 Down 2
07:44:54.0 4 Up 7
07:54:06.0 11 Down 8
22:36:09.0 9 Up 20
06:34:50.0 21 Up 21
14:58:51.0 12 Down 7
17:40:39.0 9 Up 17
07:23:45.0 21 Down 4
04:14:48.0 19 Down 10
20:23:06.0 11 Down 10
14:22:37.0 18 Down 15
00:23:34.0 10 Down 8
13:43:23.0 5 Up 17
10:52:19.0 15 Up 15
11:58:59.0 12 Up 18
22:07:00.0 21 Up 21
20:46:57.0 15 Down 4
11:04:52.0 21 Up 21
03:24:46.0 3 Down 1
19:57:19.0 9 Down 1
04:02:43.0 1 Up 13
19:28:03.0 19 Down 12
15:32:11.0 3 Down 1
15:20:45.0 8 Down 2
18:40:23.0 1 Up 17
00:10:59.0 5 Up 5
16:28:07.0 9 Down 4
19:37:18.0 11 Down 6
23:32:49.0 6 Down 2
16:47:27.0 1 Up 5
07:49:54.0 11 Up 16
21:43:29.0 20 Down 13
00:00:13.0 14 Down 2
08:59:37.0 21 Up 21
12:06:26.0 10 Down 4
09:21:01.0 19 Down 2
09:52:23.0 10 Up 17
23:29:44.0 20 Down 5
23:43:29.0 7 Down 4
18:07:47.0 13 Up 13
07:50:32.0 13 Up 18
09:01:12.0 3 Up 21
19:25:20.0 1 Up 14
14:50:00.0 8 Down 5
01:18:34.0 16 Down 3
19:32:05.0 13 Down 8
16:38:32.0 4 Up 18
23:57:28.0 5 Up 21
14:12:39.0 19 Down 6
09:05:49.0 1 Up 12
06:16:09.0 4 Up 11
19:58:44.0 17 Up 18
08:27:41.0 8 Down 2
12:02:14.0 3 Up 15
13:08:26.0 5 Up 8
21:06:45.0 9 Up 10
11:30:57.0 16 Down 15
14:41:11.0 18 Down 3
17:34:33.0 10 Up 19
10:45:08.0 19 Down 5
08:00:06.0 6 Down 5
07:09:56.0 6 Down 5
13:49:44.0 13 Up 17
21:18:25.0 21 Up 21
09:21:07.0 2 Down 1
11:52:45.0 18 Down 13
19:57:01.0 18 Up 19
14:59:22.0 14 Up 14
12:42:07.0 17 Up 19
08:00:27.0 4 Down 1
22:15:29.0 8 Down 2
02:49:41.0 7 Down 4
18:17:34.0 21 Up 21
01:32:35.0 17 Up 17
22:44:41.0 1 Up 3
03:36:50.0 4 Up 20
16:23:30.0 10 Down 4
04:30:24.0 7 Up 9
16:07:14.0 15 Down 3
21:17:04.0 9 Down 4
11:18:19.0 16 Down 3
20:08:12.0 7 Up 9
23:40:06.0 2 Down 1
04:11:24.0 13 Down 4
03:36:57.0 7 Up 8
11:53:15.0 13 Up 20
17:30:56.0 9 Up 11
19:23:40.0 14 Down 9
06:03:15.0 14 Up 14
07:44:46.0 21 Up 21
19:31:20.0 12 Down 7
02:04:55.0 5 Up 12
15:10:03.0 15 Up 15
11:46:03.0 20 Down 4
18:36:43.0 1 Up 8
10:13:23.0 21 Down 16
10:29:06.0 13 Up 16
02:52:51.0 6 Down 2
19:59:48.0 14 Down 4
21:48:42.0 14 Down 6
09:29:28.0 19 Up 21
13:25:21.0 19 Down 14
10:17:04.0 5 Down 3
18:30:58.0 5 Down 3
16:12:38.0 3 Down 1
20:44:12.0 20 Up 20
10:32:07.0 1 Up 10
23:11:00.0 15 Up 21
22:22:51.0 12 Up 21
18:08:02.0 3 Down 2
21:48:53.0 20 Up 21
21:04:45.0 11 Up 17
19:35:02.0 20 Down 18
21:46:30.0 8 Up 11
15:04:02.0 19 Up 20
23:23:39.0 13 Down 10
19:01:38.0 17 Up 19
10:43:10.0 4 Down 3
02:52:31.0 19 Down 9
08:01:58.0 1 Up 7
00:48:30.0 15 Down 10
04:34:39.0 12 Down 8
16:45:14.0 1 Up 7
21:05:26.0 12 Up 16
12:57:45.0 15 Down 1
21:54:59.0 6 Up 14
16:41:21.0 5 Down 3
05:40:24.0 10 Up 15
23:22:15.0 20 Up 21
09:06:27.0 10 Down 6
12:47:35.0 1 Up 10
10:35:44.0 7 Up 20
15:55:44.0 21 Up 21
19:36:46.0 6 Down 2
19:11:39.0 15 Up 19
18:31:26.0 15 Down 10
18:31:13.0 2 Down 1
14:48:33.0 17 Down 9
13:36:19.0 14 Down 6
02:41:18.0 6 Down 1
07:05:26.0 14 Up 20
14:16:30.0 10 Up 19
06:54:04.0 8 Down 2
04:47:30.0 9 Up 12
09:00:33.0 7 Down 3
13:03:26.0 17 Up 20
09:37:18.0 5 Up 6
00:20:29.0 19 Up 21
10:54:30.0 6 Down 3
22:25:37.0 8 Down 6
17:28:53.0 21 Down 3
16:12:06.0 15 Up 15
13:28:08.0 11 Down 4
17:30:36.0 9 Up 10
19:14:27.0 17 Down 6
12:12:17.0 13 Up 16
22:52:08.0 12 Down 10
14:17:25.0 21 Down 14
10:31:22.0 6 Down 5
11:28:30.0 1 Up 21
03:11:16.0 12 Up 12
20:04:19.0 20 Up 20
21:47:55.0 10 Up 10
18:28:25.0 21 Up 21
14:17:27.0 9 Up 19
21:16:26.0 2 Down 1
11:48:01.0 12 Up 17
02:35:23.0 10 Up 10
06:52:15.0 20 Down 2
14:24:08.0 10 Up 12
07:51:03.0 10 Down 7
07:23:10.0 10 Down 7
23:15:06.0 11 Up 13
21:02:14.0 8 Down 2
07:27:33.0 1 Up 21
12:30:39.0 16 Down 1
21:37:13.0 18 Up 19
09:35:22.0 19 Down 16
02:43:11.0 14 Up 18
11:04:04.0 20 Down 14
20:12:05.0 13 Down 9
02:41:11.0 9 Up 9
15:20:40.0 6 Up 14
13:39:32.0 11 Down 1
22:09:42.0 13 Up 17
23:16:55.0 1 Up 1
12:07:08.0 9 Down 1
21:06:41.0 18 Up 19
11:42:43.0 5 Up 15
05:40:45.0 9 Down 1
08:42:53.0 16 Down 14
13:02:04.0 12 Up 19
18:30:22.0 9 Up 10
02:33:21.0 1 Up 5
10:49:05.0 9 Down 8
03:47:37.0 3 Up 4
09:06:53.0 6 Up 13
04:10:20.0 10 Up 21
11:30:46.0 21 Up 21
21:14:00.0 20 Up 20
07:21:14.0 16 Down 9
15:00:38.0 20 Down 2
04:42:27.0 18 Up 18
15:19:52.0 12 Down 7
18:35:41.0 17 Up 21
07:22:12.0 18 Down 17
02:19:30.0 12 Up 14
04:27:01.0 8 Down 2
01:28:13.0 15 Down 8
18:13:08.0 13 Down 1
09:45:21.0 7 Up 18
21:18:29.0 17 Up 20
08:02:39.0 3 Down 2
04:43:53.0 6 Up 21
13:29:41.0 7 Down 3
23:48:07.0 13 Down 8
23:21:11.0 13 Up 17
12:59:09.0 15 Up 16
07:43:25.0 8 Down 7
23:42:13.0 6 Up 6
16:41:03.0 12 Up 20
03:21:03.0 10 Up 19
02:25:50.0 1 Up 13
16:10:19.0 4 Up 6
14:30:08.0 17 Down 2
01:56:51.0 13 Up 16
21:51:43.0 13 Down 6
08:03:03.0 8 Down 7
22:02:28.0 14 Down 1
23:37:14.0 21 Up 21
16:01:51.0 14 Down 9
18:50:48.0 11 Down 4
16:30:38.0 14 Down 10
17:28:56.0 2 Down 1
13:18:33.0 9 Down 5
19:15:02.0 6 Down 2
16:16:05.0 5 Up 5
16:10:11.0 6 Up 13
02:01:55.0 17 Up 19
23:52:41.0 2 Down 1
19:45:21.0 12 Down 2
08:25:45.0 11 Up 19
07:18:01.0 1 Up 13
14:23:25.0 7 Up 16
05:19:51.0 18 Down 16
09:30:19.0 5 Down 2
04:27:00.0 4 Down 3
07:17:18.0 9 Up 21
15:53:46.0 21 Up 21
04:04:54.0 5 Down 3
19:41:35.0 14 Down 6
02:39:41.0 3 Down 1
08:33:40.0 20 Up 20
12:23:24.0 5 Down 3
17:40:31.0 19 Up 19
21:43:43.0 12 Up 20
01:46:04.0 1 Up 9
12:23:52.0 18 Down 9
23:00:12.0 17 Up 20
16:39:33.0 13 Up 13
12:29:22.0 13 Down 11
15:22:13.0 6 Up 19
11:22:22.0 18 Up 18
00:41:17.0 11 Up 14
09:23:16.0 18 Down 10
05:02:35.0 16 Down 2
21:44:53.0 1 Up 6
01:07:28.0 6 Down 5
05:11:20.0 11 Down 10
02:38:39.0 8 Up 10
13:29:09.0 7 Down 4
06:55:41.0 7 Down 1
06:09:49.0 16 Up 18
15:01:56.0 12 Up 17
12:36:35.0 11 Up 13
10:28:53.0 16 Down 15
13:31:25.0 9 Down 3
06:30:50.0 12 Down 2
15:08:29.0 3 Up 14
23:22:41.0 3 Up 3
18:56:23.0 4 Down 1
00:27:06.0 15 Up 19
02:02:44.0 16 Up 20
16:50:04.0 5 Up 13
00:56:59.0 12 Up 17
18:48:37.0 12 Down 2
10:40:53.0 9 Down 5
10:19:57.0 4 Up 13
13:12:32.0 9 Up 19
17:17:53.0 3 Down 2
18:22:28.0 18 Down 15
15:36:17.0 4 Down 2
03:50:47.0 8 Up 16
04:37:43.0 1 Up 9
15:31:43.0 19 Down 4
16:46:23.0 5 Up 21
00:37:56.0 8 Down 2
19:18:36.0 5 Down 1
06:54:32.0 9 Up 16
08:11:19.0 19 Down 6
08:29:42.0 12 Down 5
04:34:33.0 10 Up 17
00:43:55.0 10 Down 3
18:25:46.0 6 Down 4
22:01:11.0 18 Up 21
01:03:55.0 4 Down 1
05:52:56.0 6 Up 6
09:44:07.0 20 Down 17
04:02:10.0 12 Down 1
05:44:06.0 17 Down 8
14:48:20.0 14 Up 18
18:57:43.0 21 Up 21
02:32:35.0 8 Down 3
20:35:52.0 5 Down 4
07:20:24.0 4 Down 2
21:15:35.0 12 Up 15
13:43:02.0 11 Up 16
